order_item_id,order_id,product_id,quantity,discount
425,50242,2054,2,5
426,50242,2027,1,20
427,50243,2025,1,0
428,50244,2022,1,15
429,50244,2043,1,15
430,50245,2071,1,20
431,50246,2064,2,0
432,50246,2075,1,10
433,50247,2005,1,0
434,50248,2056,1,20
435,50248,2077,2,10
436,50249,2021,1,10
437,50250,2059,1,20
438,50251,2001,1,10
439,50252,2091,1,10
440,50253,2074,1,10
441,50253,2063,1,10
442,50254,2060,1,15
443,50254,2067,3,15
444,50255,2043,1,0
445,50256,2097,2,5
446,50257,2022,1,10
447,50257,2082,1,0
448,50258,2077,2,15
449,50258,2084,1,10
450,50259,2008,1,0
451,50259,2045,2,10
452,50259,2065,1,5
453,50260,2062,2,15
454,50261,2069,1,0
455,50262,2064,1,0
456,50263,2023,1,0
457,50263,2083,1,10
458,50264,2049,1,15
459,50264,2098,2,10
460,50265,2053,2,0
461,50266,2054,1,10
462,50267,2060,1,10
463,50267,2088,1,15
464,50268,2091,1,5
465,50269,2059,1,15
466,50269,2055,1,10
467,50270,2006,1,10
468,50271,2007,2,5
469,50272,2074,2,0
470,50273,2035,1,0
471,50273,2044,1,20
472,50273,2063,1,10
473,50273,2023,1,10
474,50274,2034,1,10
475,50275,2005,1,0
476,50276,2077,2,5
477,50276,2051,1,10
478,50276,2019,1,0
479,50277,2060,1,20
480,50278,2015,1,0
481,50279,2079,1,10
482,50280,2024,1,5
483,50280,2028,1,20
484,50281,2088,1,15
485,50282,2075,1,5
486,50282,2069,1,10
487,50282,2061,2,25
488,50283,2053,2,10
489,50283,2020,1,0
490,50284,2031,2,15
491,50284,2097,1,5
492,50285,2092,1,5
493,50286,2073,1,20
494,50286,2089,1,25
495,50287,2081,1,0
496,50287,2040,3,5
497,50287,2072,1,5
498,50288,2076,1,20
499,50288,2014,1,20
500,50288,2092,2,20
501,50289,2050,1,0
502,50290,2032,2,0
503,50290,2048,1,10
504,50291,2033,2,0
505,50291,2034,1,0
506,50292,2055,1,5
507,50292,2100,1,15
508,50292,2041,1,10
509,50293,2022,1,15
510,50294,2077,1,0
511,50294,2030,1,15
512,50295,2054,1,10
513,50295,2026,1,5
514,50296,2022,1,10
515,50296,2026,2,15
516,50296,2036,3,0
517,50297,2096,1,15
518,50297,2068,1,10
519,50298,2070,3,10
520,50298,2006,3,20
521,50298,2002,2,15
522,50299,2035,1,10
523,50300,2089,1,5
524,50301,2002,2,10
525,50302,2077,1,20
526,50302,2083,1,25
527,50302,2028,3,15
528,50303,2012,2,15
529,50304,2016,1,15
530,50304,2008,1,15
531,50305,2085,2,0
532,50305,2079,1,5
533,50305,2068,1,10
534,50305,2009,1,10
535,50306,2096,1,10
536,50306,2069,2,25
537,50306,2083,3,20
538,50307,2038,1,15
539,50307,2020,1,20
540,50308,2083,1,15
541,50308,2006,1,10
542,50309,2019,2,5
543,50310,2016,1,20
544,50310,2009,3,5
545,50311,2056,2,15
546,50311,2023,1,0
547,50312,2097,1,10
548,50312,2094,3,5
549,50313,2017,1,15
550,50314,2083,2,20
551,50315,2004,1,0
552,50315,2029,1,0
553,50316,2066,1,20
554,50316,2021,1,0
555,50317,2008,1,15
556,50317,2016,1,15
557,50317,2066,1,15
558,50318,2023,1,0
559,50318,2025,1,15
560,50319,2021,2,25
561,50319,2089,2,5
562,50319,2089,1,15
563,50320,2081,3,5
564,50320,2002,1,25
565,50321,2026,1,0
566,50321,2089,1,5
567,50322,2056,2,0
568,50322,2005,1,25
569,50323,2025,2,10
570,50324,2083,1,0
571,50325,2088,1,0
572,50325,2043,1,20
573,50325,2016,1,0
574,50326,2008,1,10
575,50327,2023,2,10
576,50327,2080,1,15
577,50328,2083,1,15
578,50329,2026,1,20
579,50329,2098,1,0
580,50330,2088,2,10
581,50331,2099,1,0
582,50331,2076,1,5
583,50332,2058,1,10
584,50332,2099,1,10
585,50333,2069,1,20
586,50334,2084,1,20
587,50334,2041,1,5
588,50335,2025,1,15
589,50335,2058,1,15
590,50335,2041,1,25
591,50336,2036,1,0
592,50336,2070,1,10
593,50337,2062,1,5
594,50337,2032,1,5
595,50337,2025,1,10
596,50337,2055,1,5
597,50338,2033,2,0
598,50338,2024,1,15
599,50339,2023,1,0
600,50339,2067,1,5
601,50340,2042,1,10
602,50340,2035,2,10
603,50341,2012,1,10
604,50341,2006,1,25
605,50341,2070,1,5
606,50342,2097,1,0
607,50342,2033,1,0
608,50343,2085,1,10
609,50344,2061,1,5
610,50344,2031,1,20
611,50344,2057,1,10
612,50345,2013,1,10
613,50345,2034,1,20
614,50345,2074,1,15
615,50346,2086,2,15
616,50347,2023,1,10
617,50348,2092,1,0
618,50348,2061,1,10
619,50349,2023,1,0
620,50349,2078,1,10
621,50350,2089,1,20
622,50351,2028,1,10
623,50351,2011,1,0
624,50352,2029,1,0
625,50352,2076,1,20
626,50353,2007,1,0
627,50354,2029,1,10
628,50354,2032,2,15
629,50355,2002,1,5
630,50356,2060,1,15
631,50356,2081,2,0
632,50357,2016,1,15
633,50358,2089,1,0
634,50358,2096,1,5
635,50358,2088,1,5
636,50359,2073,1,20
637,50360,2045,1,10
638,50360,2021,1,20
639,50360,2092,1,10
640,50360,2054,1,15
641,50361,2046,1,10
642,50361,2040,1,10
643,50362,2022,1,10
644,50363,2039,1,5
645,50363,2080,2,20
646,50363,2056,2,20
647,50363,2040,1,0
648,50364,2011,1,20
649,50364,2042,1,0
650,50365,2022,1,15
651,50365,2040,1,15
652,50366,2015,1,0
653,50366,2095,2,0
654,50366,2018,1,15
655,50367,2013,1,10
656,50367,2066,1,10
657,50367,2035,1,15
658,50368,2100,1,5
659,50368,2041,1,0
660,50369,2066,2,25
661,50369,2084,1,15
662,50369,2099,2,10
663,50369,2081,1,5
664,50370,2058,1,25
665,50371,2082,2,0
666,50372,2029,1,0
667,50373,2088,2,5
668,50374,2088,3,15
669,50374,2039,1,0
670,50375,2007,1,5
671,50376,2069,1,10
672,50376,2011,1,10
673,50377,2002,2,0
674,50378,2095,1,10
675,50379,2057,1,5
676,50379,2066,1,5
677,50380,2089,1,0
678,50381,2093,2,25
679,50381,2096,1,15
680,50382,2014,1,0
681,50382,2033,1,5
682,50383,2077,1,0
683,50383,2003,1,10
684,50384,2024,1,15
685,50384,2052,1,0
686,50384,2035,2,20
687,50385,2018,1,5
688,50385,2090,1,0
689,50385,2045,1,0
690,50385,2042,1,0
691,50386,2066,1,20
692,50387,2068,1,10
693,50387,2050,1,15
694,50388,2089,2,0
695,50389,2030,1,5
696,50390,2088,2,5
697,50390,2087,2,10
698,50391,2001,2,0
699,50391,2076,1,0
700,50392,2016,1,25
701,50392,2049,2,10
702,50392,2092,2,0
703,50393,2020,2,15
704,50393,2057,3,5
705,50394,2078,1,15
706,50394,2049,1,20
707,50395,2008,2,0
708,50395,2007,1,25
709,50396,2052,2,0
710,50397,2003,2,5
711,50398,2002,1,10
712,50398,2096,1,15
713,50399,2054,1,0
714,50399,2048,2,0
715,50400,2011,1,5
716,50401,2079,1,5
717,50402,2052,1,5
718,50403,2023,2,0
719,50403,2076,1,25
720,50404,2024,1,15
721,50405,2051,1,25
722,50406,2057,1,0
723,50407,2028,2,0
724,50408,2088,1,10
725,50408,2071,1,10
726,50409,2029,1,10
727,50409,2016,1,0
728,50409,2033,1,20
729,50410,2047,2,10
730,50411,2056,1,5
731,50411,2041,1,10
732,50412,2005,1,0
733,50412,2068,2,0
734,50413,2038,1,25
735,50413,2034,1,10
736,50414,2056,1,0
737,50415,2084,3,5
738,50416,2001,1,0
739,50416,2097,1,20
740,50416,2064,1,15
741,50417,2055,1,10
742,50417,2006,3,25
743,50417,2072,1,5
744,50417,2072,1,20
745,50418,2057,2,10
746,50419,2081,1,20
747,50419,2084,1,20
748,50420,2084,1,10
749,50421,2033,1,0
750,50422,2068,3,0
751,50423,2006,2,5
752,50423,2057,1,0
753,50424,2015,2,5
754,50425,2031,1,10
755,50426,2068,1,0
756,50427,2043,1,20
757,50428,2087,2,0
758,50429,2009,1,0
759,50429,2098,1,0
760,50430,2071,1,25
761,50430,2044,1,5
762,50431,2003,1,0
763,50432,2005,1,0
764,50433,2042,2,5
765,50433,2058,3,25
766,50434,2051,1,10
767,50435,2030,2,5
768,50436,2066,2,5
769,50436,2062,2,0
770,50436,2035,1,10
771,50437,2033,2,5
772,50437,2045,1,15
773,50438,2075,1,0
774,50439,2059,2,0
775,50440,2013,1,10
776,50441,2093,2,15
777,50442,2021,1,10
778,50442,2068,1,15
779,50442,2002,1,20
780,50443,2026,2,20
781,50443,2057,1,5
782,50444,2085,2,20
783,50445,2057,1,15
784,50446,2006,1,10
785,50447,2096,1,10
786,50448,2028,3,0
787,50448,2037,2,10
788,50449,2011,1,15
789,50450,2070,1,25
790,50450,2045,1,10
791,50450,2022,2,25
792,50451,2064,1,0
793,50451,2020,1,25
794,50452,2054,1,10
795,50452,2067,3,10
796,50452,2082,1,10
797,50453,2070,2,25
798,50453,2057,1,0
799,50453,2004,1,5
800,50454,2024,1,20
801,50454,2058,2,0
802,50454,2054,1,10
803,50455,2054,1,10
804,50455,2074,1,15
805,50455,2091,1,20
806,50455,2051,1,5
807,50456,2014,3,15
808,50457,2045,1,10
809,50458,2026,2,10
810,50459,2053,1,0
811,50459,2059,2,5
812,50460,2055,2,10
813,50460,2059,1,0
814,50461,2032,1,15
815,50462,2018,2,0
816,50462,2086,2,20
817,50462,2041,1,20
818,50463,2021,3,10
819,50463,2100,2,20
820,50464,2004,1,25
821,50464,2035,1,15
822,50465,2075,1,10
823,50466,2042,1,10
824,50467,2085,2,15
825,50467,2036,2,15
826,50468,2065,1,10
827,50469,2043,1,10
828,50469,2047,1,0
829,50470,2050,1,15
830,50471,2098,1,20
831,50472,2076,1,0
832,50473,2038,1,0
833,50473,2042,1,25
834,50474,2041,2,0
835,50475,2074,1,15
836,50475,2060,1,10
837,50475,2054,3,10
838,50475,2044,2,0
839,50476,2040,1,0
840,50477,2056,1,10
841,50477,2084,1,5
842,50477,2097,1,15
843,50478,2007,1,25
844,50479,2024,1,15
845,50480,2069,1,5
846,50480,2015,1,10
847,50480,2062,3,0
848,50480,2043,2,15
849,50481,2020,1,10
850,50481,2051,1,20
851,50482,2051,1,10
852,50482,2072,1,0
853,50483,2083,1,5
854,50483,2096,2,10
855,50484,2044,2,20
856,50485,2069,2,5
857,50485,2079,1,10
858,50486,2099,2,0
859,50487,2066,1,20
860,50487,2025,1,10
861,50488,2035,1,15
862,50488,2021,1,5
863,50488,2020,1,20
864,50489,2031,2,15
865,50489,2050,1,0
866,50489,2079,3,10
867,50490,2030,1,5
868,50490,2019,1,20
869,50491,2013,1,15
870,50491,2020,1,10
871,50492,2044,2,5
872,50492,2042,1,20
873,50493,2040,1,20
874,50494,2032,1,10
875,50494,2046,2,15
876,50494,2065,1,5
877,50495,2005,1,5
878,50495,2090,2,20
879,50496,2031,1,15
880,50497,2014,1,0
881,50497,2018,1,10
882,50498,2055,1,5
883,50499,2053,1,0
884,50499,2009,1,25
885,50499,2050,1,0
886,50500,2023,1,5
887,50500,2092,1,20
888,50500,2031,1,0
889,50501,2100,1,5
890,50502,2058,2,10
891,50503,2097,2,5
892,50503,2056,2,5
893,50504,2013,1,10
894,50505,2065,1,25
895,50505,2048,1,20
896,50505,2082,2,0
897,50505,2040,1,10
898,50506,2019,3,10
899,50507,2012,1,5
900,50508,2075,1,5
901,50509,2024,2,10
902,50509,2067,1,5
903,50510,2014,2,20
904,50510,2008,1,0
905,50511,2072,1,0
906,50511,2035,1,20
907,50511,2057,1,20
908,50512,2003,2,5
909,50512,2019,1,15
910,50512,2010,1,20
911,50512,2028,1,5
912,50513,2029,2,10
913,50513,2038,2,15
914,50514,2025,1,5
915,50515,2046,2,20
916,50516,2091,2,25
917,50516,2009,1,10
918,50516,2090,3,0
919,50517,2042,1,20
920,50518,2058,2,10
921,50518,2068,1,0
922,50518,2074,3,15
923,50519,2095,1,15
924,50519,2100,1,0
925,50519,2010,2,5
926,50520,2042,1,20
927,50520,2054,1,25
928,50521,2053,1,5
929,50521,2100,1,0
930,50522,2066,1,5
931,50522,2041,1,10
932,50522,2093,1,5
933,50522,2074,1,10
934,50523,2080,2,0
935,50523,2063,1,15
936,50524,2007,1,20
937,50524,2098,1,15
938,50525,2072,2,5
939,50526,2015,1,10
940,50526,2026,1,5
941,50527,2035,2,5
942,50528,2026,1,15
943,50528,2063,2,20
944,50528,2055,1,20
945,50529,2022,2,0
946,50529,2070,1,10
947,50530,2029,1,5
948,50530,2016,1,10
949,50531,2096,1,5
950,50532,2032,2,15
951,50532,2024,1,20
952,50532,2072,1,5
953,50533,2077,1,20
954,50534,2016,2,15
955,50534,2006,2,10
956,50535,2085,1,10
957,50536,2051,1,5
958,50536,2046,2,0
959,50536,2043,2,0
960,50537,2059,1,15
961,50537,2068,1,0
962,50538,2009,2,10
963,50539,2027,1,20
964,50540,2096,3,10
965,50541,2017,2,0
966,50542,2091,2,15
967,50543,2041,2,0
968,50544,2020,2,15
969,50545,2060,1,0
970,50546,2067,2,0
971,50546,2035,1,20
972,50547,2080,1,5
973,50548,2007,1,0
974,50549,2013,1,0
975,50549,2063,1,5
976,50549,2058,1,20
977,50550,2070,1,0
978,50551,2086,1,0
979,50551,2094,1,20
980,50552,2051,1,5
981,50552,2051,1,0
982,50552,2093,1,0
983,50553,2097,2,20
984,50553,2005,1,10
985,50554,2051,1,10
986,50554,2092,1,10
987,50555,2006,1,10
988,50555,2098,1,15
989,50556,2075,2,20
990,50556,2016,1,10
991,50556,2065,3,20
992,50557,2044,1,0
993,50557,2034,2,10
994,50557,2063,1,10
995,50558,2074,2,0
996,50559,2090,2,0
997,50559,2042,1,0
998,50560,2016,1,5
999,50560,2087,1,15
1000,50560,2034,1,0
1001,50561,2076,1,10
1002,50561,2080,3,0
1003,50561,2006,1,10
1004,50562,2042,1,5
1005,50563,2009,1,0
1006,50564,2061,1,10
1007,50564,2080,2,0
1008,50565,2057,1,5
1009,50566,2033,1,10
1010,50566,2098,1,20
1011,50567,2009,3,10
1012,50568,2015,1,10
1013,50569,2037,1,10
1014,50570,2095,1,10
1015,50570,2090,2,10
1016,50570,2057,1,10
1017,50571,2096,2,10
1018,50571,2091,3,15
1019,50571,2059,1,5
1020,50572,2012,1,0
1021,50572,2090,3,10
1022,50572,2065,1,15
1023,50573,2015,2,15
1024,50573,2085,2,5
1025,50573,2040,1,10
1026,50574,2079,1,25
1027,50574,2027,1,0
1028,50574,2001,1,10
1029,50574,2046,1,5
1030,50575,2046,2,15
1031,50575,2087,1,5
1032,50576,2012,2,15
1033,50577,2092,1,0
1034,50577,2016,1,0
1035,50577,2094,1,0
1036,50578,2071,1,5
1037,50578,2036,1,20
1038,50579,2096,2,0
1039,50580,2036,1,0
1040,50580,2064,1,20
1041,50580,2002,1,5
1042,50580,2011,1,10
1043,50581,2036,1,0
1044,50582,2025,1,20
1045,50582,2023,1,10
1046,50582,2038,1,0
1047,50583,2061,1,10
1048,50583,2013,1,5
1049,50584,2076,1,5
1050,50585,2085,2,5
1051,50585,2084,1,10
1052,50585,2020,1,10
1053,50586,2089,2,0
1054,50586,2013,1,15
1055,50587,2011,2,0
1056,50587,2073,2,15
1057,50588,2077,1,0
1058,50588,2013,2,10
1059,50589,2042,1,10
1060,50590,2042,2,10
1061,50591,2073,1,15
1062,50592,2052,1,10
1063,50593,2061,1,20
1064,50594,2009,1,25
1065,50594,2098,1,25
1066,50595,2056,1,5
1067,50596,2067,1,0
1068,50596,2049,1,15
1069,50597,2025,1,5
1070,50598,2067,1,15
1071,50599,2029,1,0
1072,50599,2022,1,15
1073,50599,2056,1,0
1074,50600,2036,1,20
1075,50600,2090,2,10
1076,50600,2066,1,0
1077,50600,2038,1,10
1078,50601,2004,2,10
1079,50601,2035,1,20
1080,50601,2012,1,10
1081,50602,2022,1,10
1082,50603,2029,2,5
1083,50603,2066,1,15
1084,50604,2011,1,0
1085,50605,2017,1,25
1086,50605,2004,1,10
1087,50606,2092,1,20
1088,50606,2099,3,15
1089,50606,2030,3,0
1090,50607,2046,1,5
1091,50608,2031,2,5
1092,50608,2054,2,0
1093,50608,2056,3,0
1094,50609,2026,2,15
1095,50609,2065,2,10
1096,50610,2001,1,10
1097,50611,2065,1,10
1098,50612,2076,1,0
1099,50612,2006,1,10
1100,50612,2073,2,5
1101,50613,2074,3,20
1102,50614,2098,2,15
1103,50615,2081,2,0
1104,50616,2003,1,15
1105,50616,2009,1,10
1106,50616,2014,1,0
1107,50616,2059,1,0
1108,50617,2072,2,0
1109,50618,2066,1,15
1110,50618,2034,1,15
1111,50618,2021,1,10
1112,50618,2007,1,0
1113,50619,2038,2,5
1114,50619,2031,2,5
1115,50620,2031,1,5
1116,50621,2009,2,10
1117,50622,2030,1,0
1118,50622,2084,1,0
1119,50623,2025,1,10
1120,50624,2088,2,5
1121,50625,2009,2,15
1122,50626,2064,1,15
1123,50626,2011,2,10
1124,50626,2039,2,25
1125,50627,2096,3,10
1126,50627,2077,1,15
1127,50628,2052,1,10
1128,50628,2064,1,15
1129,50629,2067,2,5
1130,50630,2080,1,10
1131,50631,2060,1,5
1132,50631,2052,3,10
1133,50632,2008,1,5
1134,50633,2096,1,25
1135,50633,2057,3,10
1136,50633,2030,1,5
1137,50633,2014,1,10
1138,50634,2061,1,15
1139,50634,2079,1,15
1140,50634,2081,1,10
1141,50635,2089,1,0
1142,50636,2090,1,20
1143,50636,2063,1,20
1144,50636,2095,2,20
1145,50637,2008,1,10
1146,50637,2040,2,0
1147,50638,2049,3,25
1148,50638,2070,2,0
1149,50639,2030,1,0
1150,50640,2030,1,10
